,Virus name,Tier,Subtype,Infection stage,Coreceptor,Country,Year,Accession,Alias,Seq data,Virus patient,Virus type,Seq name,IC50,PG9:IC50: by study
612,HXB2,1B,B,chronic,CXCR4,FRANCE,1983.0,K03455,"HXBC2, HXB2.DG, HXB2_DG, HXB-2, IIIB",Yes,LAI,panel,B.FR.1983.HXB2.K03455,0.79279,0.02: Sok2016;0.098: Pancera2010;0.553: Chuang2013;0.553: Doria-Rose2012;0.553: Georgiev2013_dataset1;0.553: Huang2012a;0.553: Huang2016a_dataset1;0.553: McLellan2011;0.7765: Chuang2019;1: Bricault2019;1: Bricault2019_dataset2;1.00000: Doria-Rose2016;1: Pancera2013;1.62: Falkowska2012;1.62: Georgiev2013_dataset2;13: Landais2017_dataset1;13: Landais2017_dataset2
613,JRCSF,2,B,chronic,CCR5,UNITED STATES,1986.0,AY669726,"JRCSF_JB, JR-CSF, JR CSF, JR_CSF, JRCSF.JB",Yes,JR,panel,B.US.1986.JRCSF.AY669726,0.0025102,0.00014: Landais2017_dataset1;0.0002: Rusert2016;0.00026: Landais2017_dataset2;0.001: Sok2016;0.002: Crooks2015;0.002: Falkowska2012;0.002: Georgiev2013_dataset2;0.002: Pancera2010;0.003: Chuang2013;0.003: Doria-Rose2012;0.003: Georgiev2013_dataset1;0.003: Huang2012a;0.003: Huang2016a_dataset1;0.003: McLellan2011;0.003: Walker2009a;0.003: Walker2011;0.0035: Chuang2019;0.004: Andrabi2015;0.004: Bricault2019;0.004: Bricault2019_dataset2;0.00400: Doria-Rose2016;0.004: Pancera2013;0.013: Gardner2015;0.11: Ren2014
614,JRFL,2,B,chronic,CCR5,UNITED STATES,1986.0,AY669728,"JR FL, JRFL_wt, JRFL.JB.SG3, JRFL-JB, JRFL.JB, JR-FL, JRFLwt, JRFL_JB, JR_FL",Yes,JR,panel,B.US.1986.JRFL.AY669728,200.0,>100: Landais2017_dataset2;>50: Acharya2013;>50: Bricault2019;>50: Bricault2019_dataset2;>50: Chuang2013;>50: Chuang2019;>50: Crooks2015;>50: Doria-Rose2012;>50: Doria-Rose2016;>50: Falkowska2012;>50: Georgiev2013_dataset1;>50: Georgiev2013_dataset2;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011;>50: Pancera2013;>50: Rusert2016;>50: Sok2016;>50: Walker2009a;>50: Walker2011
615,KER2008_12,,A1,chronic,CCR5 CXCR4,KENYA,2000.0,AY736809,"00KE_KER2008, KER2008.12, KER2008",Yes,KER2008,panel,A1.KE.2000.KER2008_12.AY736809,0.012492,0.007: Bricault2019;0.007: Bricault2019_dataset2;0.00700: Doria-Rose2016;0.007: Pancera2013;0.01: Doria-Rose2014;0.012: Chuang2019;0.014: Pancera2010;0.017: Chuang2013;0.017: Doria-Rose2012;0.017: Falkowska2012;0.017: Georgiev2013_dataset1;0.017: Georgiev2013_dataset2;0.017: Huang2012a;0.017: Huang2016a_dataset1;0.017: McLellan2011
616,KER2018_11,,A1,chronic,CCR5,KENYA,2000.0,AY736810,"00KE_KER2018, KER2018, KER2018.11",Yes,KER2018,panel,A1.KE.2000.KER2018_11.AY736810,0.0033224,0.0009: Huang2016a_dataset1;0.001: Chuang2013;0.001: Doria-Rose2012;0.001: Georgiev2013_dataset1;0.001: Huang2012a;0.001: McLellan2011;0.004: Doria-Rose2014;0.0045: Chuang2019;0.008: Bricault2019;0.008: Bricault2019_dataset2;0.00800: Doria-Rose2016;0.008: Pancera2013;0.01: Falkowska2012;0.01: Georgiev2013_dataset2;0.01: Rusert2016
617,KNH1144,,A1,,CCR5,KENYA,2000.0,AF457066,,Yes,KNH1144,panel,A1.KE.2000.KNH1144.AF457066,0.48,0.48: Landais2017_dataset2
618,KNH1209_18,,A1,chronic,CCR5,KENYA,2000.0,AY736813,"00KE_KNH1209, KNH1209.18, KNH1209",Yes,KNH1209,panel,A1.KE.2000.KNH1209_18.AY736813,0.25529,0.167: Falkowska2012;0.167: Georgiev2013_dataset2;0.18: Bricault2019;0.18: Bricault2019_dataset2;0.18000: Doria-Rose2016;0.18: Pancera2013;0.2735: Chuang2019;0.367: Chuang2013;0.367: Doria-Rose2012;0.367: Georgiev2013_dataset1;0.367: Huang2012a;0.367: Huang2016a_dataset1;0.367: McLellan2011
619,KO224_T87_2_4,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681240,Ko224_T87_2_4,Yes,503_15405_KO224,panel,C.ZA.2008.KO224_T87_2_4.JN681240,0.74,0.74: Bricault2019_dataset1;0.74: Wagh2016
620,KO243_H6_3,3,C,<3mo,,SOUTH AFRICA,2009.0,KF114892,Ko243_H6.3,Yes,503_06097_Ko243,panel,C.ZA.2009.KO243_H6_3.KF114892,0.14,0.14: Bricault2019_dataset1;0.14: Wagh2016
621,KO426_N276D,,C,<12mo,,SOUTH AFRICA,2008.0,,"426c.SM, 426c-N276D",Yes,503_03576_KO426,mutant,C.ZA.2008.KO426_N276D.,10.0,>5: LaBranche2018
622,KO426_N276D_N460D_N463D,,C,<12mo,,SOUTH AFRICA,2008.0,,426c.TM1,Yes,503_03576_KO426,mutant,C.ZA.2008.KO426_N276D_N460D_N463D.,10.0,>5: LaBranche2018
623,KO426_N460D_N463D,,C,<12mo,,SOUTH AFRICA,2008.0,,426c.DM,Yes,503_03576_KO426,mutant,C.ZA.2008.KO426_N460D_N463D.,10.0,>5: LaBranche2018
624,KO426_S278R_N460D_N463D_G471S,,C,<12mo,,SOUTH AFRICA,2008.0,,426c.TM4,Yes,503_03576_KO426,mutant,C.ZA.2008.KO426_S278R_N460D_N463D_G471S.,10.0,>5: LaBranche2018
625,KO426_T78_10,2,C,<12mo,,SOUTH AFRICA,2008.0,JN681241,"426c, Ko426_T78_10, KO426_T78_10C",Yes,503_03576_KO426,panel,C.ZA.2008.KO426_T78_10.JN681241,20.0,>10: Bricault2019_dataset1;>10: Wagh2016;>50: Chuang2019;>5: LaBranche2018
626,KO459_T68_4,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681242,Ko459_T68_4,Yes,503_06310_KO459,panel,C.ZA.2008.KO459_T68_4.JN681242,20.0,>10: Bricault2019_dataset1;>10: Wagh2016
627,KO756_38_TB12,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681243,"KO_756_38_12, Ko756_38_Tb12",Yes,503_06485_KO756,panel,C.ZA.2008.KO756_38_TB12.JN681243,0.01,0.01: Bricault2019_dataset1;0.01: Wagh2016
628,KO870_C2_10,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681244,"KO_870_C2_10C, Ko870_C2_10",Yes,503_06877_KO870,panel,C.ZA.2008.KO870_C2_10.JN681244,0.01,0.01: Bricault2019_dataset1;0.01: Wagh2016
629,KON,2 or 3,02_AG,chronic,,FRANCE,,AF321079,,Yes,,panel,02_AG.FR..KON.AF321079,0.12,<0.12: Chaillon2012;<0.12: Matz2013
630,LAI,,B,chronic,CXCR4,FRANCE,1983.0,K02013,,Yes,LAI,panel,B.FR.1983.LAI.K02013,0.091,0.091: Sok2016
631,M02138,,01_AE,chronic,CXCR4,THAILAND,1996.0,AY713424,"0503M02138_EC1, 0503M02138.ec1",Yes,M02138,panel,01_AE.TH.1996.M02138.AY713424,0.15422,0.122: Chuang2013;0.122: Doria-Rose2012;0.122: Georgiev2013_dataset1;0.122: Huang2012a;0.122: Huang2016a_dataset1;0.122: McLellan2011;0.166: Chuang2019;0.189: Falkowska2012;0.189: Georgiev2013_dataset2;0.21: Bricault2019;0.21: Bricault2019_dataset2;0.21: Pancera2013
632,MB201_A1,,A1,chronic,,KENYA,,DQ187026,"MB201.A1, MB201",Yes,B201mother,panel,A1.KE..MB201_A1.DQ187026,0.046761,0.024: Chuang2013;0.024: Doria-Rose2012;0.024: Georgiev2013_dataset1;0.024: Huang2012a;0.024: Huang2016a_dataset1;0.024: McLellan2011;0.054: Falkowska2012;0.054: Georgiev2013_dataset2;0.06: Doria-Rose2014;0.0635: Chuang2019;0.103: Bricault2019;0.103: Bricault2019_dataset2;0.10300: Doria-Rose2016;0.103: Pancera2013
633,MB539_2B7,,A1,chronic,,KENYA,,DQ187082,"MB539, MB539.2B7",Yes,B539mother,panel,A1.KE..MB539_2B7.DQ187082,0.062976,0.058: Chuang2013;0.058: Doria-Rose2012;0.058: Georgiev2013_dataset1;0.058: Huang2012a;0.058: Huang2016a_dataset1;0.058: McLellan2011;0.059: Chuang2019;0.06: Bricault2019;0.06: Bricault2019_dataset2;0.06: Doria-Rose2014;0.06000: Doria-Rose2016;0.06: Pancera2013;0.094: Falkowska2012;0.094: Georgiev2013_dataset2
634,MBA,,C,,,FRANCE,,AF321081,,Yes,,non-panel,C.FR..MBA.AF321081,20.0,>10: Chaillon2012
635,ME067_A10_15,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681245,ME067_A10-15,Yes,503_11070_ME067,panel,C.ZA.2008.ME067_A10_15.JN681245,0.3,0.3: Bricault2019_dataset1;0.3: Wagh2016
636,ME178_G6_16,3,C,<3mo,,SOUTH AFRICA,2008.0,KF114893,Me178_G6.16,Yes,503_15383_Me178,panel,C.ZA.2008.ME178_G6_16.KF114893,0.03,0.03: Bricault2019_dataset1;0.03: Wagh2016
637,MG505_W0M_A2,,A1,chronic,,KENYA,,DQ208449,"MG505.A2, MG505_W0M_ENV_A2",Yes,G505mother,panel,A1.KE..MG505_W0M_A2.DQ208449,0.167,0.167: Rusert2016
638,MGRM_AG_002,,02_AG,chronic,,,,MF510462,"MGRM-002-8, MGRM8",Yes,,panel,02_AG...MGRM_AG_002.MF510462,0.055136,0.04: Walker2009a;0.076: Walker2011
639,MI369_A5,,A1,chronic,,KENYA,,DQ187018,"MI369, MI369.A5",Yes,I369mother,panel,A1.KE..MI369_A5.DQ187018,0.050987,0.035: Falkowska2012;0.035: Georgiev2013_dataset2;0.05: Bricault2019;0.05: Bricault2019_dataset2;0.05000: Doria-Rose2016;0.05: Pancera2013;0.054: Chuang2019;0.058: Chuang2013;0.058: Doria-Rose2012;0.058: Georgiev2013_dataset1;0.058: Huang2012a;0.058: Huang2016a_dataset1;0.058: McLellan2011
640,MN_3,1A,B,<12mo,,UNITED STATES,,HM215430,"MN, MN.3, MN/H9, MN.03",Yes,MN,panel,B.US..MN_3.HM215430,2.49718,2.9: Landais2017_dataset1;2.9: Landais2017_dataset2;17.1: Bricault2019;17.10000: Doria-Rose2016;17.1: Pancera2013;<0.12: Braibant2013;<0.12: Matz2013;>50: Acharya2013;>50: Chuang2013;>50: Chuang2019;>50: Doria-Rose2012;>50: Falkowska2012;>50: Georgiev2013_dataset1;>50: Georgiev2013_dataset2;>50: Huang2012a;>50: Huang2016a_dataset1;>50: McLellan2011
641,MS208_A1,1 or 2,A1D,<12mo,,KENYA,,DQ187010,"MS208.A1, MS208",Yes,S208mother,panel,A1D.KE..MS208_A1.DQ187010,0.055063,0.005: Bricault2019_dataset3;0.005: Hraber2014;0.025: Falkowska2012;0.032: Georgiev2013_dataset2;0.071: Chuang2013;0.071: Doria-Rose2012;0.071: Georgiev2013_dataset1;0.071: Huang2012a;0.071: Huang2016a_dataset1;0.071: McLellan2011;0.075: Chuang2019;0.079: Bricault2019;0.079: Bricault2019_dataset2;0.07900: Doria-Rose2016;0.079: Pancera2013;0.081: Kong2015_dataset2;0.084: Landais2017_dataset1;0.097: Falkowska2014;0.097: Sok2014;0.137: Kong2015_dataset1
642,MW965_26,1A,C,<12mo,CCR5,MALAWI,1993.0,U08455,"93MW965, MV965.26, MW965.26, MW965",Yes,965,panel,C.MW.1993.MW965_26.U08455,1.36295,0.619: Bricault2019;0.619: Bricault2019_dataset2;0.61900: Doria-Rose2016;0.619: Pancera2013;1.3045: Chuang2019;1.99: Chuang2013;1.99: Doria-Rose2012;1.99: Georgiev2013_dataset1;1.99: Huang2012a;1.99: Huang2016a_dataset1;1.99: McLellan2011;2.17: Falkowska2012;2.17: Georgiev2013_dataset2
643,N1_FR_2011,,N,<12mo,,FRANCE,2011.0,JN572926,,Yes,N1,panel,N.FR.2011.N1_FR_2011.JN572926,20.0,>10: Morgand2015
644,NAB13PRE_CL_9,2,G,<12mo,,SWITZERLAND,,EU023937,,Yes,NAB13,panel,G.CH..NAB13PRE_CL_9.EU023937,0.802,0.802: Rusert2016
645,NAB5PRE_CL_1,2,B,chronic,,SWITZERLAND,2003.0,EU023923,,Yes,120.NAB05,panel,B.CH.2003.NAB5PRE_CL_1.EU023923,100.0,>50: Rusert2016
646,NAB9PRE_CL_106,2,B,chronic,,SWITZERLAND,2001.0,EU023928,,Yes,NAB09,panel,B.CH.2001.NAB9PRE_CL_106.EU023928,100.0,>50: Rusert2016
